place_id,name,types,rating,user_ratings_total,price_level,lat,lon,vicinity,business_status,editorial_summary,website,international_phone_number,cuisine_detected,cuisine_source,top_review_language,top_language_share,n_reviews_fetched,review_language_counts_json,grid_id,log_reviews,cuisine,brand_name_clean,is_chain,type_restaurant,type_cafe,type_bar,type_meal_takeaway,type_meal_delivery,type_bakery,type_night_club,type_store,expected_rating,hype_residual
ChIJR69s7Y-oZ0gRXkfnKN-Voa8,Killruderry Farmers Market,"establishment,food,point_of_interest,restaurant",4.5,138.0,,53.1819017,-6.103882,"Garden House, Kilruddery Demesne West, Bray",OPERATIONAL,,http://www.killruddery.com/,+353 1 268 3405,italian,reviews,en,1.0,5,"{""en"": 5}",15,4.9344739331306915,italian,,0,1,0,0,0,0,0,0,0,4.359852177839365,0.14014782216063537
ChIJa_UL-iypZ0gR412o8ldovqQ,The Grain Store at Killruddery,"establishment,food,point_of_interest,restaurant",4.4,195.0,2.0,53.1820464,-6.1035229,"KILLRUDDERY HOUSE & GARDENS, Southern Cross Rd, Bray",OPERATIONAL,,https://killruddery.com/grain-store-cafe/,+353 1 286 3405,unknown,,en,1.0,5,"{""en"": 5}",15,5.278114659230517,unknown,,0,1,0,0,0,0,0,0,0,4.34251913087389,0.05748086912611061
ChIJkaXAHXOpZ0gR9eq1_aVWmgA,Pizza Shed at Killruddery,"establishment,food,point_of_interest,restaurant",4.1,70.0,,53.1818244,-6.103419,"KILLRUDDERY HOUSE & GARDENS, Southern Cross Rd, Kilruddery Demesne West, Bray",OPERATIONAL,,https://pizza.killruddery.com/,,italian,name,en,1.0,5,"{""en"": 5}",15,4.2626798770413155,italian,,0,1,0,0,0,0,0,0,0,4.359852177839365,-0.259852177839365
ChIJnQy2nGKoZ0gR6iKqeg9h4Oo,Sunrise Chinese Take Away,"establishment,food,point_of_interest,restaurant",4.1,77.0,1.0,53.1915019,-6.1048777,"35A Vevay Rd, Oldcourt, Bray",OPERATIONAL,,,+353 1 516 5905,chinese,name,en,1.0,5,"{""en"": 5}",16,4.356708826689592,chinese,,0,1,0,0,0,0,0,0,0,4.019884515874573,0.08011548412542702
ChIJBW3fk2KoZ0gR12tr6ApoYe4,Jade's Garden,"establishment,food,point_of_interest,restaurant",3.9,80.0,1.0,53.1922816,-6.105387299999999,"31 Vevay Rd, Oldcourt, Bray",OPERATIONAL,,http://www.jadesgardenbray.ie/,+353 1 201 4849,indian,reviews,en,1.0,5,"{""en"": 5}",16,4.394449154672439,indian,,0,1,0,0,0,0,0,0,0,4.0314563217568296,-0.13145632175682964
ChIJHUvYkSepZ0gRUmB7uncldp0,Mc's & Harvey,"bar,establishment,food,point_of_interest,restaurant",4.5,286.0,2.0,53.1919151,-6.105111399999999,"Vevay Rd, Oldcourt, Bray",OPERATIONAL,,,+353 1 286 7246,british,reviews,en,1.0,5,"{""en"": 5}",16,5.659482215759621,british,,0,1,0,1,0,0,0,0,0,4.349027273421154,0.1509727265788463
ChIJva4MIHKoZ0gRcZ2ICL6YJxg,Four Star Pizza Bray,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",4.3,197.0,2.0,53.2015632,-6.127200200000001,"Unit 55, Egan Business Centre, Upper Dargle Rd, Bray Commons, Bray",OPERATIONAL,,https://fourstar.app4food.co.uk/Home/Outlet?id=2644,+353 1 286 5755,italian,name,en,1.0,5,"{""en"": 5}",33,5.288267030694535,italian,,0,1,0,0,1,1,0,0,0,3.9662334978851734,0.3337665021148264
ChIJKQrINm6oZ0gR582qK-pahYg,The Royal Hotel,"establishment,food,gym,health,lodging,point_of_interest,restaurant",3.6,962.0,,53.2048737,-6.1091169,"Main St, Bray",OPERATIONAL,"Relaxed hotel and contemporary leisure club offering straightforward rooms, plus a restaurant.",http://www.royalhotel.ie/,+353 1 286 2935,unknown,,en,1.0,5,"{""en"": 5}",34,6.870053411798126,unknown,,0,1,0,0,0,0,0,0,0,4.36511619279765,-0.7651161927976502
ChIJZet86mKoZ0gRHs8PxDWo5nE,San Marino Bray Takeaway,"establishment,food,meal_takeaway,point_of_interest,restaurant",3.8,307.0,1.0,53.19267869999999,-6.1059094,"Vevay Arcade, 22 Vevay Rd, Oldcourt, Bray",OPERATIONAL,,http://www.sanmarino.ie/bray/,+353 1 274 5444,italian,reviews,en,1.0,5,"{""en"": 5}",34,5.730099782973574,italian,,0,1,0,0,1,0,0,0,0,4.178058353970544,-0.37805835397054377
ChIJr_09qHqoZ0gRc3TAItxNw0I,RARA Fine Indian & Nepalese Cuisine,"establishment,food,point_of_interest,restaurant",4.5,265.0,2.0,53.20079490000001,-6.1108008,"1st Floor, 51 Main St, Bray",OPERATIONAL,,http://www.rararestaurant.ie/,+353 1 272 3331,indian,name,en,1.0,5,"{""en"": 5}",34,5.583496308781699,indian,,0,1,0,0,0,0,0,0,0,4.422487268337175,0.07751273166282502
ChIJL4_nB3CoZ0gRLF16xJwc7Q0,Pink Salt Indian Restaurant,"establishment,food,point_of_interest,restaurant",4.6,859.0,2.0,53.2019063,-6.1105781,"73 Main St, Baile Bhaltraim, Bray",OPERATIONAL,,https://www.pinksalt.ie/,,indian,name,en,1.0,5,"{""en"": 5}",34,6.756932389247553,indian,,0,1,0,0,0,0,0,0,0,4.440438387626137,0.1595616123738628
ChIJubluPm6oZ0gRG8z0q4K0S3M,Subway,"establishment,food,meal_takeaway,point_of_interest,restaurant",4.1,213.0,1.0,53.2046698,-6.1092255,"Royal Shopping Centre, Main St, Bray, Unit 2",OPERATIONAL,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",https://restaurants.subway.com/ireland/wicklow/bray/royal-shopping-centre-main-street?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=55840&utm_campaign=evergreen-2020&y_source=1_MTQ5Mjc2MjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+353 1 441 7434,italian,reviews,en,1.0,5,"{""en"": 5}",34,5.365976015021851,italian,,0,1,0,0,1,0,0,0,0,4.089703284005405,0.010296715994594585
ChIJe7FClXqoZ0gRwyqImduztNs,McDonald's,"establishment,food,point_of_interest,restaurant",3.9,2143.0,1.0,53.2005778,-6.1111727,"Bray Town Hall, Main St, Bray",OPERATIONAL,"Classic, long-running fast-food chain known for its burgers & fries.",http://www.mcdonalds.ie/,+353 1 276 1923,unknown,,en,1.0,5,"{""en"": 5}",34,7.670428522190693,unknown,,0,1,0,0,0,0,0,0,0,4.002265308008363,-0.10226530800836331
ChIJdwyJMG6oZ0gRWiFSEfVDouc,McGettigan's,"bar,establishment,food,point_of_interest,restaurant",3.9,435.0,2.0,53.2050248,-6.1090216,"Main St, Bray",OPERATIONAL,,,+353 1 286 2935,unknown,,en,1.0,5,"{""en"": 5}",34,6.077642243349034,unknown,,0,1,0,1,0,0,0,0,0,4.385983945688605,-0.48598394568860526
ChIJid1WrXyoZ0gRCQIILvWP4Hs,Macari's takeaway chipper vevay rd,"establishment,food,meal_takeaway,point_of_interest,restaurant",4.3,211.0,1.0,53.1958717,-6.108454699999999,"Unit 1 Tesco SC, Vevay Rd, Bray",OPERATIONAL,,,+353 1 274 5387,turkish,reviews,en,1.0,5,"{""en"": 5}",34,5.356586274672012,turkish,,0,1,0,0,1,0,0,0,0,4.227404722277479,0.07259527772252117
ChIJP0ltwHqoZ0gRlUeyk3KKaOk,Uncle Pan's,"cafe,establishment,food,point_of_interest,restaurant",4.5,213.0,1.0,53.2003338,-6.1110602,"Market Court, 31 Vevay Rd, Bray",OPERATIONAL,,https://m.facebook.com/UnclePansCafe/,+353 1 202 2700,unknown,,en,1.0,5,"{""en"": 5}",34,5.365976015021851,unknown,,0,1,1,0,0,0,0,0,0,4.388347863869512,0.11165213613048763
ChIJfWePCxqpZ0gRAfCYmLRBoUg,Peter & Monica's Takeaway / Restaurant,"establishment,food,point_of_interest,restaurant,store",4.0,293.0,,53.20170090000001,-6.1103752,"43 Main St, Bray",OPERATIONAL,,https://bestmealdealsonline.ie/order-now,+353 1 282 8702,italian,reviews,en,1.0,5,"{""en"": 5}",34,5.683579767338681,italian,,0,1,0,0,0,0,0,0,1,4.512934416428964,-0.5129344164289638
ChIJF-2qrnqoZ0gRVp8KOHHLrtI,Koi Japanese Restaurant - Bray,"establishment,food,point_of_interest,restaurant",4.4,318.0,2.0,53.2015551,-6.1099803,"SAINT CRONAN'S HOUSE, Main St, Bray",OPERATIONAL,,http://www.koijapanese.ie/,+353 1 563 7000,japanese,name,en,1.0,5,"{""en"": 5}",34,5.765191102784844,japanese,,0,1,0,0,0,0,0,0,0,4.529118256473405,-0.12911825647340436
ChIJGZAVkWioZ0gRsBG7agXhN2Q,Ling's Chinese Restaurant Bray,"establishment,food,point_of_interest,restaurant",4.0,106.0,,53.2015314,-6.1099025,"Main St, Bray",OPERATIONAL,,http://www.lingschinese.ie/,+353 1 272 3800,chinese,name,en,1.0,5,"{""en"": 5}",34,4.672828834461906,chinese,,0,1,0,0,0,0,0,0,0,4.2951425412347355,-0.2951425412347355
ChIJ1ZBonI2pZ0gRyhi1ePbPpPY,Crêperie Chez Louis,"establishment,food,point_of_interest,restaurant,store",4.8,289.0,,53.2017922,-6.1102797,"40 Main St, Bray",OPERATIONAL,,,+353 85 108 7401,french,reviews,en,1.0,5,"{""en"": 5}",34,5.66988092298052,french,,0,1,0,0,0,0,0,0,1,4.495907768321735,0.3040922316782648
ChIJ6eQZAXCoZ0gRMcNVxDJuuQU,The Orchard Court,"establishment,food,meal_takeaway,point_of_interest,restaurant",3.9,152.0,1.0,53.2020132,-6.1101218,"36C Main St, Bray",OPERATIONAL,,http://www.orchardcourt-bray.com/,+353 1 286 3347,chinese,reviews,en,1.0,5,"{""en"": 5}",34,5.030437921392435,chinese,,0,1,0,0,1,0,0,0,0,3.893326726068115,0.006673273931884882
ChIJpa9lBHCoZ0gR-YNU_FDjKu8,The Wild Goose,"bar,establishment,food,point_of_interest,restaurant",4.4,917.0,2.0,53.2022442,-6.1103679,"Main St, Bray",OPERATIONAL,,,+353 1 286 2448,american,reviews,en,1.0,5,"{""en"": 5}",34,6.822197390620491,american,,0,1,0,1,0,0,0,0,0,4.3194317143878065,0.08056828561219387
ChIJlew83VipZ0gRfBwCkcadfBY,China Town Bray,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",4.2,99.0,,53.20213099999999,-6.1099766,"36 Main St, Bray",OPERATIONAL,,https://www.chinatownbraytakeaway.com/menu-china-town-bray-chiense-takeaway,+353 1 276 0888,indian,reviews,en,1.0,5,"{""en"": 5}",34,4.605170185988092,indian,,0,1,0,0,1,1,0,0,0,3.868327816929414,0.331672183070586
ChIJI6ux1F-pZ0gRTjsAP6uYuPU,La Piazza Restaurant,"establishment,food,point_of_interest,restaurant",4.8,416.0,2.0,53.2025132,-6.110173700000001,"84 Main St, Bray",OPERATIONAL,,http://lapiazzabray.ie/,+353 1 534 2932,italian,reviews,en,1.0,5,"{""en"": 5}",34,6.0330862217988015,italian,,0,1,0,0,0,0,0,0,0,4.410427150807519,0.38957284919248103
ChIJXzPwHHCoZ0gRcbGxugjn-60,Jasmine House,"establishment,food,point_of_interest,restaurant",4.2,327.0,2.0,53.20257489999999,-6.110124799999999,"85 Main St, Bray",OPERATIONAL,,https://jasminehouse.ie/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,+353 1 286 0305,unknown,,en,1.0,5,"{""en"": 5}",34,5.793013608384144,unknown,,0,1,0,0,0,0,0,0,0,4.385983945688605,-0.185983945688605
ChIJJ1O17cypZ0gRE9alpn324Rs,Shake Dog Bray,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",4.7,169.0,2.0,53.2032356,-6.109831799999999,"93 Main St, Bray",OPERATIONAL,,https://www.shakedog.ie/,+353 89 605 0054,french,reviews,en,1.0,5,"{""en"": 5}",34,5.135798437050262,french,,0,1,0,0,1,1,0,0,0,4.03276671205522,0.6672332879447804
ChIJK6j3UqypZ0gRH-vuHqZJCA4,Bray Central,"bowling_alley,establishment,food,movie_theater,parking,point_of_interest,restaurant,shopping_mall",4.0,90.0,,53.204074,-6.108593,"Main St, Bray",OPERATIONAL,,https://braycentral.ie/,,american,reviews,en,1.0,5,"{""en"": 5}",34,4.51085950651685,american,,0,1,0,0,0,0,0,0,0,4.365752163191892,-0.36575216319189163
ChIJ9-Xm7oapZ0gRfUpG9DLkqhM,WOWBURGER Bray,"establishment,food,point_of_interest,restaurant",3.9,249.0,2.0,53.2041327,-6.1085629,"Unit R1, Bray Central, Main St, Bray",OPERATIONAL,,https://wowburger.ie/,+353 818 443 446,french,reviews,en,1.0,5,"{""en"": 5}",34,5.521460917862246,french,,0,1,0,0,0,0,0,0,0,4.407735491687625,-0.5077354916876247
ChIJBZMmLW6oZ0gRb6tWZdGR-2M,Macari's,"establishment,food,point_of_interest,restaurant",3.9,141.0,,53.204603,-6.109506499999999,"112 Main St, Bray",OPERATIONAL,,https://www.macarisfoodbar.ie/,+353 1 286 0311,indian,reviews,en,1.0,5,"{""en"": 5}",34,4.955827057601261,indian,,0,1,0,0,0,0,0,0,0,4.3206380514304845,-0.4206380514304846
ChIJcd6r00mpZ0gRhAmqFSUWOmY,Royal Biriyani Kitchen,"establishment,food,point_of_interest,restaurant",4.8,84.0,,53.2046761,-6.108168099999999,"Westbourne Terrace, Old LANA shop, Quinsborough Rd, Bray",CLOSED_TEMPORARILY,,,+353 89 609 2214,indian,reviews,en,1.0,5,"{""en"": 5}",34,4.442651256490317,indian,,0,1,0,0,0,0,0,0,0,4.481062455856607,0.3189375441433926
ChIJ-Wbo52ioZ0gRpenllhJKDro,The Martello Hotel,"bar,establishment,food,lodging,point_of_interest,restaurant",4.3,3201.0,,53.2021294,-6.0979949,"47 Strand Rd, Bray",OPERATIONAL,"Seafront hotel offering chic rooms and apartments, plus a restaurant, a lively bar and a nightclub.",http://www.themartello.ie/,+353 1 286 8000,american,reviews,en,1.0,5,"{""en"": 5}",35,8.07153089355666,american,,0,1,0,1,0,0,0,0,0,4.279083371444665,0.020916628555334604
ChIJA7rx9V2oZ0gR6-MXMkijwno,Milano's Takeaway Bray,"establishment,food,point_of_interest,restaurant",3.9,441.0,,53.1978997,-6.0948126,"BOWDEN COTTAGE, 92 Strand Rd, Bray",OPERATIONAL,,,+353 1 274 5585,british,reviews,en,1.0,5,"{""en"": 5}",35,6.091309882077698,british,,0,1,0,0,0,0,0,0,0,4.352563258009845,-0.45256325800984465
ChIJ-Wbo52ioZ0gRpipM6XPqTQI,Tower Bistro,"establishment,food,point_of_interest,restaurant",4.4,60.0,2.0,53.2020135,-6.097935000000001,"47 Strand Rd, Bray",OPERATIONAL,,http://www.towerbistro.ie/,+353 1 286 8000,french,name,en,1.0,5,"{""en"": 5}",35,4.110873864173311,french,,0,1,0,0,0,0,0,0,0,4.361865690860928,0.03813430913907201
ChIJMSM-b2ioZ0gRSmS4PLAJTpg,Gelateria Seafront,"establishment,food,point_of_interest,restaurant,store",4.8,404.0,1.0,53.2032853,-6.0987173,Bray,OPERATIONAL,,https://www.facebook.com/pages/Gelateria-Seafront/129617393829656,+353 85 153 3151,unknown,,en,1.0,5,"{""en"": 5}",35,6.003887067106539,unknown,,0,1,0,0,0,0,0,0,1,4.327174454539161,0.47282554546083855
ChIJHw8ba2ioZ0gRpw_hFHTcQsw,Butler & Barry,"bar,establishment,food,point_of_interest,restaurant",4.4,2752.0,2.0,53.203491,-6.0981765,"Seafront Park, Strand Rd, Bray",OPERATIONAL,,https://butlerandbarry.com/,+353 1 286 5413,unknown,,en,1.0,5,"{""en"": 5}",35,7.920446505142607,unknown,,0,1,0,1,0,0,0,0,0,4.327342065900228,0.07265793409977217
ChIJ-7HhSboaZ0gR3CgwFVTeNWM,Capri Bray Takeaway,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",3.7,525.0,1.0,53.2047153,-6.101543299999999,"3 Station Road, Bray",OPERATIONAL,,http://www.capri.ie/bray/,+353 1 276 5113,american,reviews,en,1.0,5,"{""en"": 5}",35,6.26530121273771,american,,0,1,0,0,1,1,0,0,0,3.9163950419261715,-0.21639504192617132
ChIJH2alwmeoZ0gRhSzwlCEZBho,Daata Bray,"establishment,food,meal_takeaway,point_of_interest,restaurant",4.6,1476.0,2.0,53.2051459,-6.1002377,"7 Strand Rd, Bray",OPERATIONAL,,http://daata.ie/,+353 1 286 3006,indian,reviews,en,1.0,5,"{""en"": 5}",35,7.29776828253138,indian,,0,1,0,0,1,0,0,0,0,4.334451985168512,0.26554801483148793
ChIJr3t8326oZ0gR-dTiviJrkoI,Uncle Pan Cafe,"cafe,establishment,food,point_of_interest,restaurant",4.3,375.0,2.0,53.2046892,-6.1049133,"Goldsmith Terrace, Quinsborough Rd, Bray",OPERATIONAL,,http://www.unclepancafe.ie/,+353 1 557 6743,unknown,,en,1.0,5,"{""en"": 5}",35,5.929589143389895,unknown,,0,1,1,0,0,0,0,0,0,4.37946040294911,-0.07946040294911061
ChIJx2ORqmmoZ0gRzuV3YG_MEws,Platform Pizza Bar Bray,"establishment,food,meal_takeaway,point_of_interest,restaurant",4.5,2775.0,2.0,53.2051459,-6.1002377,"7 Strand Rd, Bray",OPERATIONAL,"Craft beers and pizzas, salads and innovative dishes in airy bare-bricked space with open kitchen.",https://www.platformpizzabar.ie/?utm_source=GoogleMyBusiness&utm_medium=GMB&utm_campaign=GMB,+353 1 538 4000,italian,name,en,1.0,5,"{""en"": 5}",35,7.9287663216266955,italian,,0,1,0,0,1,0,0,0,0,4.374873422240786,0.12512657775921365
ChIJvbLKukOpZ0gROFSCj4It7t4,Silvios Food Company,"establishment,food,meal_takeaway,point_of_interest,restaurant",3.1,60.0,,53.197558,-6.094418399999999,"97 Strand Rd, Bray",OPERATIONAL,,https://www.silviosonline.ie/,+353 1 572 2100,italian,reviews,en,1.0,5,"{""en"": 5}",35,4.110873864173311,italian,,0,1,0,0,1,0,0,0,0,4.3693451339407074,-1.2693451339407074
ChIJI3QBSD-pZ0gRuVuEiLjq36g,Gimme Burger,"establishment,food,point_of_interest,restaurant",4.8,102.0,,53.1980313,-6.0948834,"Strand Rd, Bray",OPERATIONAL,,https://gimmeburgers.com/,,american,name,en,1.0,5,"{""en"": 5}",35,4.634728988229636,american,,0,1,0,0,0,0,0,0,0,4.349391393169417,0.450608606830583
ChIJO_wpfqapZ0gR0yuuHI0NNJc,Wilde's Bar & Restaurant Gastro Pub,"bar,establishment,food,point_of_interest,restaurant",4.3,386.0,2.0,53.1986114,-6.095652299999999,"73 Strand Rd, Bray",OPERATIONAL,,https://thestrandhotelbray.com/,+353 1 555 8115,pub,name,en,1.0,5,"{""en"": 5}",35,5.958424693029782,pub,,0,1,0,1,0,0,0,0,0,4.3816447181316605,-0.08164471813166063
ChIJmZikd2eoZ0gRfh0ACdscadI,The Strand Hotel And Bar,"bar,establishment,food,lodging,point_of_interest,restaurant",4.0,93.0,,53.19863609999999,-6.095629199999999,"73 Strand Rd, Bray",OPERATIONAL,,https://thestrandhotelbray.com/,+353 1 548 2960,unknown,,en,1.0,5,"{""en"": 5}",35,4.543294782270004,unknown,,0,1,0,1,0,0,0,0,0,4.339825026988493,-0.3398250269884926
ChIJY1cBIfCpZ0gRBgZTxyd4OzI,The Smokin' Goat Bray,"establishment,food,point_of_interest,restaurant",3.8,227.0,,53.198642,-6.0956202,"Unit 1, The Strand Hotel, 73 Strand Rd, Bray Promenade, Bray",OPERATIONAL,,https://thesmokingoat.ie/,+353 1 558 9038,french,reviews,en,1.0,5,"{""en"": 5}",35,5.429345628954441,french,,0,1,0,0,0,0,0,0,0,4.364486964289769,-0.5644869642897694
ChIJL4lYegqpZ0gRisk-m7zZy-I,The Curry Leaf Indian Restaurant,"establishment,food,meal_takeaway,point_of_interest,restaurant",4.2,429.0,,53.1986454,-6.0956286,"The Strand Hotel, 73 Strand Rd, Bray Promenade, Bray",OPERATIONAL,,https://www.the-curryleaf.com/,+353 1 555 8115,indian,name,en,1.0,5,"{""en"": 5}",35,6.063785208687608,indian,,0,1,0,0,1,0,0,0,0,4.327210662261974,-0.12721066226197397
ChIJs2Gf3WeoZ0gRyo1Lkjo1U54,The Strand Hotel Former Home Of Oscar Wilde Hotel,"bar,establishment,food,lodging,point_of_interest,restaurant",4.2,405.0,,53.19867110000001,-6.095721699999999,"73 Strand Rd, Bray Promenade, Bray",OPERATIONAL,,http://www.thestrandhotelbray.com/,+353 1 548 2960,french,reviews,en,1.0,5,"{""en"": 5}",35,6.0063531596017325,french,,0,1,0,1,0,0,0,0,0,4.389427354249635,-0.1894273542496352
ChIJ69fKPoepZ0gRn83OqFRWkz4,CAFFÈ VERGNANO 1882 Italian,"cafe,establishment,food,point_of_interest,restaurant",3.9,330.0,,53.198669,-6.0956438,"The Strand hotel, 73 Strand Rd, Bray",OPERATIONAL,,https://www.cafevergnano1882.ie/,+353 1 548 2960,italian,name,en,1.0,5,"{""en"": 5}",35,5.802118375377063,italian,,0,1,1,0,0,0,0,0,0,4.411444531511752,-0.5114445315117524
ChIJp5ScpwWpZ0gRbqX4W2FqSGA,The Promenade Bar & Grill,"bar,establishment,food,point_of_interest,restaurant",4.0,66.0,,53.2016875,-6.0980243,"The Promenade Bar & Grill, Strand Rd, Bray Promenade, Bray",OPERATIONAL,,,+353 1 286 1115,italian,reviews,en,1.0,5,"{""en"": 5}",35,4.204692619390966,italian,,0,1,0,1,0,0,0,0,0,4.359852177839365,-0.35985217783936463
ChIJyZbeVt6pZ0gRT9pN_L1clUg,The Palm,"bar,establishment,food,point_of_interest,restaurant",4.2,615.0,2.0,53.2018916,-6.0978556,"Strand Rd, Bray",OPERATIONAL,,https://www.thepalmbray.ie/,+353 1 286 0668,unknown,,en,1.0,5,"{""en"": 5}",35,6.423246963533519,unknown,,0,1,0,1,0,0,0,0,0,4.36098577847923,-0.16098577847922968
